scenario_id,predicted_capacity_kwh,installed_n_modules,installed_capacity_kwh,reference_n_modules,reference_capacity_kwh,excess_capacity_kwh,undersized,oversized,lpsp_target,verified_lpsp,reliability_pass,reference_lpsp,verified_renewable_share,reference_renewable_share,renewable_share_difference,verified_system_lcoe_eur_per_kwh,reference_system_lcoe_eur_per_kwh,extra_system_lcoe_eur_per_kwh,verified_cost_eur,reference_cost_eur,cost_difference_eur,verified_curtailed_kwh,reference_curtailed_kwh,curtailed_difference_kwh,verified_lpsp_battery_alone,reference_lpsp_battery_alone,lean_on_diesel_difference
1018,6016.3164,25,6250.0,23,5750.0,500.0,False,True,0.005260830016007634,0.0,True,0.0,0.628051528873517,0.6217845747149238,0.006266954158593241,0.3202428666307485,0.32010461834224085,0.00013824828850766968,1745639.8946270477,1744886.304920829,753.5897062188014,292262.28687789536,329399.20082954277,-37136.91395164741,0.371948471126483,0.3782154252850762,-0.006266954158593185
1020,6372.791,26,6500.0,26,6500.0,0.0,False,False,0.006363046938772765,0.0,True,0.0,0.8792543809089829,0.8792543809089829,0.0,0.23276544054783993,0.23276544054783993,0.0,812717.4052711029,812717.4052711029,0.0,815410.0876209676,815410.0876209676,0.0,0.12074561909101707,0.12074561909101707,0.0
1024,1063.3118,5,1250.0,5,1250.0,0.0,False,False,0.009536596708389244,0.0,True,0.0,0.3901840380759669,0.3901840380759669,0.0,0.36767900854371793,0.36767900854371793,0.0,1748047.7579298797,1748047.7579298797,0.0,144918.40854133328,144918.40854133328,0.0,0.6098159619240331,0.6098159619240331,0.0
1025,7841.2354,32,8000.0,32,8000.0,0.0,False,False,0.0014541053724288489,0.0,True,0.0,0.7512325382056952,0.7512325382056952,0.0,0.2885336743606677,0.2885336743606677,0.0,1366307.9245135384,1366307.9245135384,0.0,493829.4640279896,493829.4640279896,0.0,0.24876746179430478,0.24876746179430478,0.0
1027,9985.72,40,10000.0,41,10250.0,-250.0,True,False,0.006387954908490978,0.0,True,0.0,0.8033609897778115,0.8065245707880008,-0.0031635810101893203,0.2619678573702326,0.26186415792273865,0.00010369944749394344,1411842.958123756,1411284.0829389323,558.8751848237589,563461.2277268271,545206.5769846874,18254.650742139784,0.19663901022218852,0.19347542921199926,0.0031635810101892647
1029,1215.4353,5,1250.0,6,1500.0,-250.0,True,False,0.002479529392265589,0.0,True,0.0,0.4371915017749176,0.4421731295993594,-0.004981627824441781,0.3581759483531929,0.358118034345963,5.791400722987561e-05,1565160.4167386417,1564907.3435992876,253.07313935412094,337913.2027144208,314463.28366345365,23449.919050967146,0.5628084982250824,0.5578268704006406,0.004981627824441781
1032,3226.6465,13,3250.0,14,3500.0,-250.0,True,False,0.006611996312281154,0.0,True,0.0,0.9417232534958336,0.9520051123701108,-0.010281858874277128,0.24336997055907972,0.24300686079153394,0.0003631097675457773,448260.04016948957,447591.23292670574,668.8072427838342,1813869.9332592075,1793663.966489857,20205.96676935046,0.058276746504166414,0.04799488762988918,0.010281858874277232
1034,3609.0488,15,3750.0,16,4000.0,-250.0,True,False,0.005297447138385647,0.0,True,0.0,0.5567172935568383,0.5609915940367884,-0.004274300479950144,0.3307441104978686,0.3305898366724688,0.00015427382539984213,1586481.668660581,1585741.6627521385,740.0059084426612,231330.3185015294,210114.9149459788,21215.403555550613,0.44328270644316164,0.4390084059632116,0.004274300479950033
1038,3965.432,16,4000.0,16,4000.0,0.0,False,False,0.006999580235450997,0.0,True,0.0,0.9476457212549867,0.9476457212549867,0.0,0.24326640576313927,0.24326640576313927,0.0,570689.5698027584,570689.5698027584,0.0,2157598.5585283414,2157598.5585283414,0.0,0.052354278745013284,0.052354278745013284,0.0
1044,4254.0654,18,4500.0,17,4250.0,250.0,False,True,0.007726041415406004,0.0,True,0.0,0.926325430372938,0.919343058437535,0.0069823719354029645,0.2707296069368953,0.2703144403363266,0.0004151666005686727,612278.1030886136,611339.1684019422,938.9346866713604,1724600.0762300093,1741540.6777613086,-16940.601531299297,0.07367456962706204,0.08065694156246489,-0.0069823719354028535
1046,1990.4917,8,2000.0,9,2250.0,-250.0,True,False,0.004041077363961976,0.0,True,0.0,0.4825859940306011,0.4883440366826869,-0.005758042652085793,0.3334553142149965,0.33333077845895887,0.0001245357560376581,1593228.8693523768,1592633.8452117273,595.0241406494752,313636.19962051895,283523.18916166195,30113.010458856996,0.5174140059693989,0.5116559633173131,0.005758042652085793
1047,5135.6123,21,5250.0,22,5500.0,-250.0,True,False,0.005294411315501235,0.0,True,0.0,0.8271333286181398,0.8313237523026475,-0.004190423684507727,0.282254651466735,0.28205113908674634,0.00020351237998866845,981180.8213597753,980473.3664316935,707.4549280817155,1551685.1263144054,1536454.5542537333,15230.5720606721,0.17286667138186018,0.16867624769735248,0.004190423684507699
1049,5350.285,22,5500.0,21,5250.0,250.0,False,True,0.0077604126700687726,0.0,True,0.0,0.9114326492065405,0.9060147458768877,0.005417903329652862,0.2781360156862135,0.27804301405860665,9.300162760683683e-05,782081.7208213113,781820.2125345169,261.50828679441474,1958886.4129905896,1975192.28942414,-16305.87643355038,0.0885673507934595,0.09398525412311232,-0.005417903329652821
1052,6519.454,27,6750.0,27,6750.0,0.0,False,False,0.0027352031607575933,0.0,True,0.0,0.6923067190684922,0.6923067190684922,0.0,0.30704943927435796,0.30704943927435796,0.0,1593581.6140594939,1593581.6140594939,0.0,793799.2937890855,793799.2937890855,0.0,0.3076932809315078,0.3076932809315078,0.0
1057,3832.7039,16,4000.0,16,4000.0,0.0,False,False,0.004870492381718439,0.0,True,0.0,0.6925673792391718,0.6925673792391718,0.0,0.2980469780611357,0.2980469780611357,0.0,971791.4353560698,971791.4353560698,0.0,476006.6842891246,476006.6842891246,0.0,0.3074326207608282,0.3074326207608282,0.0
1073,7400.5713,30,7500.0,30,7500.0,0.0,False,False,0.0058465768019594355,0.0,True,0.0,0.8876347688177778,0.8876347688177778,0.0,0.25185612889758346,0.25185612889758346,0.0,1002900.0707185455,1002900.0707185455,0.0,1551569.0775534406,1551569.0775534406,0.0,0.1123652311822222,0.1123652311822222,0.0
1075,3174.7063,13,3250.0,13,3250.0,0.0,False,False,0.0018433072082020274,0.0,True,0.0,0.9770190239765679,0.9770190239765679,0.0,0.29345273524449256,0.29345273524449256,0.0,575824.2430280697,575824.2430280697,0.0,3650770.2944332473,3650770.2944332473,0.0,0.02298097602343204,0.02298097602343204,0.0
1090,1593.2761,7,1750.0,7,1750.0,0.0,False,False,0.006259941321000384,0.0,True,0.0,0.520032473467541,0.520032473467541,0.0,0.3339170597133578,0.3339170597133578,0.0,1122558.7697027933,1122558.7697027933,0.0,300000.10078490875,300000.10078490875,0.0,0.479967526532459,0.479967526532459,0.0
1095,5440.032,22,5500.0,22,5500.0,0.0,False,False,0.0045977401644772264,0.0,True,0.0,0.8728453229217398,0.8728453229217398,0.0,0.269266159608948,0.269266159608948,0.0,864306.5311535943,864306.5311535943,0.0,1564207.2739045513,1564207.2739045513,0.0,0.12715467707826023,0.12715467707826023,0.0
1096,2993.9983,12,3000.0,12,3000.0,0.0,False,False,0.001603135261298183,0.0,True,0.0,0.5185614135654943,0.5185614135654943,0.0,0.34261509709014204,0.34261509709014204,0.0,2013282.3698583716,2013282.3698583716,0.0,638644.3877552841,638644.3877552841,0.0,0.48143858643450566,0.48143858643450566,0.0
1097,3529.8372,15,3750.0,14,3500.0,250.0,False,True,0.0060955521355388065,0.0,True,0.0,0.9398843005144568,0.9325242995812989,0.0073600009331579175,0.29232257500596126,0.292090748924106,0.00023182608185523534,617526.3649807555,617036.6364073366,489.72857341892086,2319285.337603699,2336515.271434918,-17229.933831219096,0.06011569948554322,0.06747570041870109,-0.007360000933157869
1101,7365.402,30,7500.0,29,7250.0,250.0,False,True,0.008064840305152754,0.0,True,0.0,0.9333056170196384,0.9290637990124081,0.004241818007230336,0.2536416516168235,0.2533875769238772,0.00025407469294630447,894619.5445806676,893723.3976558854,896.1469247821951,2263962.861718136,2280285.8740782607,-16323.012360124849,0.06669438298036158,0.0709362009875919,-0.004241818007230322
1102,2607.9756,11,2750.0,11,2750.0,0.0,False,False,0.006655037809599973,0.0,True,0.0,0.7467263332248567,0.7467263332248567,0.0,0.31751409265191366,0.31751409265191366,0.0,709869.626122051,709869.626122051,0.0,1207510.9224206412,1207510.9224206412,0.0,0.2532736667751433,0.2532736667751433,0.0
1103,4358.0815,18,4500.0,18,4500.0,0.0,False,False,0.0069690565751467926,0.0,True,0.0,0.9324806208571867,0.9324806208571867,0.0,0.2323484857911712,0.2323484857911712,0.0,545723.3335260176,545723.3335260176,0.0,1335451.9454944823,1335451.9454944823,0.0,0.0675193791428132,0.0675193791428132,0.0
1106,2595.32,11,2750.0,11,2750.0,0.0,False,False,0.009710453587142842,0.0,True,0.0,0.9780418417705403,0.9780418417705403,0.0,0.30892294105227674,0.30892294105227674,0.0,494089.9349903738,494089.9349903738,0.0,3529827.020290911,3529827.020290911,0.0,0.021958158229459693,0.021958158229459693,0.0
1108,8569.953,35,8750.0,33,8250.0,500.0,False,True,0.007493267938765813,0.0,True,0.0,0.7723687018534836,0.7673062814328329,0.005062420420650748,0.27347863734694156,0.27330860716210786,0.0001700301848336916,1618555.6299169618,1617549.3234807875,1006.3064361743163,737730.1834233509,769736.3023666712,-32006.118943320238,0.22763129814651636,0.2326937185671671,-0.005062420420650748
1116,4227.1934,17,4250.0,17,4250.0,0.0,False,False,0.005035256022700829,0.0,True,0.0,0.9634515887979671,0.9634515887979671,0.0,0.29719386531179287,0.29719386531179287,0.0,722705.1065893186,722705.1065893186,0.0,3637458.738917024,3637458.738917024,0.0,0.03654841120203288,0.03654841120203288,0.0
1117,831.0021,4,1000.0,3,750.0,250.0,False,True,0.008537142395922959,0.0,True,0.0,0.30400206972814015,0.30091652038674577,0.003085549341394378,0.3950561003164026,0.39483216678179683,0.00022393353460575804,2248438.5998771894,2247164.0953128724,1274.5045643169433,47420.37659013948,66145.06212707478,-18724.6855369353,0.6959979302718599,0.6990834796132542,-0.003085549341394378
1123,2620.5237,11,2750.0,11,2750.0,0.0,False,False,0.006601342309014435,0.0,True,0.0,0.9487050313904969,0.9487050313904969,0.0,0.31110988872855583,0.31110988872855583,0.0,517813.0502562354,517813.0502562354,0.0,2414774.740584526,2414774.740584526,0.0,0.05129496860950308,0.05129496860950308,0.0
1126,2987.213,12,3000.0,12,3000.0,0.0,False,False,0.007452090676925982,0.0,True,0.0,0.9696601181531149,0.9696601181531149,0.0,0.3125288668684802,0.3125288668684802,0.0,559434.8033924059,559434.8033924059,0.0,3569669.975586337,3569669.975586337,0.0,0.03033988184688508,0.03033988184688508,0.0
1128,3561.7134,15,3750.0,15,3750.0,0.0,False,False,0.003172533588525983,0.0,True,0.0,0.9484857224354278,0.9484857224354278,0.0,0.24881890555989625,0.24881890555989625,0.0,494174.8870549144,494174.8870549144,0.0,2237894.3993415367,2237894.3993415367,0.0,0.05151427756457216,0.05151427756457216,0.0
1135,2449.5327,10,2500.0,9,2250.0,250.0,False,True,0.002513222369951551,0.0,True,0.0,0.6933703236737477,0.6846207995614441,0.008749524112303675,0.3029936412443044,0.3027435662394425,0.0002500750048619049,515502.26320069004,515076.79476364027,425.4684370497707,164992.3290602023,181260.7746072897,-16268.445547087409,0.30662967632625227,0.31537920043855594,-0.008749524112303675
1149,6757.7637,28,7000.0,27,6750.0,250.0,False,True,0.007073223166916387,0.0,True,0.0,0.8524828977155822,0.8475233384307531,0.0049595592848290515,0.251532142256656,0.2512266804778191,0.00030546177883689074,838567.855524912,837549.4949029812,1018.3606219307985,516469.90270732145,533946.3971644586,-17476.49445713719,0.14751710228441783,0.15247666156924686,-0.004959559284829024
1161,2837.7246,12,3000.0,11,2750.0,250.0,False,True,0.003921476853887551,0.0,True,0.0,0.9370916216493412,0.9276241256033245,0.00946749604601671,0.2659316456941806,0.2657581719351686,0.00017347375901199946,450740.1933701753,450446.1644460222,294.0289241531282,1436438.8905053963,1453641.1648155972,-17202.27431020094,0.06290837835065882,0.0723758743966755,-0.009467496046016682
1162,3648.6824,15,3750.0,15,3750.0,0.0,False,False,0.008324166007854794,0.0,True,0.0,0.869103900014872,0.869103900014872,0.0,0.2560919288245681,0.2560919288245681,0.0,474928.06953535124,474928.06953535124,0.0,478258.91020581516,478258.91020581516,0.0,0.130896099985128,0.130896099985128,0.0
1170,4116.753,17,4250.0,17,4250.0,0.0,False,False,0.004983964067549973,0.0,True,0.0,0.8730500641322805,0.8730500641322805,0.0,0.2586224820166378,0.2586224820166378,0.0,601045.3988412537,601045.3988412537,0.0,835964.0626042669,835964.0626042669,0.0,0.12694993586771952,0.12694993586771952,0.0
1172,2171.6367,9,2250.0,9,2250.0,0.0,False,False,0.007025362042593186,0.0,True,0.0,0.5190821714173732,0.5190821714173732,0.0,0.3286759877557235,0.3286759877557235,0.0,1198736.5169891356,1198736.5169891356,0.0,176069.49199034207,176069.49199034207,0.0,0.4809178285826267,0.4809178285826267,0.0
1173,2556.2458,11,2750.0,10,2500.0,250.0,False,True,0.006457523628095152,0.0,True,0.0,0.9356694368734495,0.9255488757541508,0.01012056111929871,0.2727759899111673,0.2724150209661222,0.0003609689450451148,429458.5867450804,428890.27714771294,568.309597367479,1432287.6979264359,1448956.9879293377,-16669.290002901806,0.0643305631265505,0.07445112424584927,-0.010120561119298765
1174,4872.2812,20,5000.0,19,4750.0,250.0,False,True,0.004459614683969604,0.0,True,0.0,0.6846954474196882,0.6811802369501685,0.0035152104695197472,0.2933494270974208,0.2931172885762195,0.0002321385212012972,1180596.234093675,1179661.983542617,934.2505510579795,296242.90024527366,311837.81276277604,-15594.91251750238,0.3153045525803118,0.31881976304983145,-0.0035152104695196362
1181,4323.007,18,4500.0,18,4500.0,0.0,False,False,0.004862782277108346,0.0,True,0.0,0.9640864866962511,0.9640864866962511,0.0,0.2725524871820073,0.2725524871820073,0.0,630884.1138455634,630884.1138455634,0.0,3197468.3646658505,3197468.3646658505,0.0,0.035913513303748916,0.035913513303748916,0.0
1183,4521.5957,19,4750.0,19,4750.0,0.0,False,False,0.0027768279813096264,0.0,True,0.0,0.8819606010324309,0.8819606010324309,0.0,0.2561991364034619,0.2561991364034619,0.0,675802.4994849726,675802.4994849726,0.0,1048784.8218822232,1048784.8218822232,0.0,0.1180393989675691,0.1180393989675691,0.0
1187,2777.166,12,3000.0,11,2750.0,250.0,False,True,0.005654766841615588,0.0,True,0.0,0.9790792130109408,0.9694154819348368,0.009663731076103965,0.34372056738303985,0.3433434084242194,0.000377158958820456,520444.3883439759,519873.3132258174,571.0751181584783,3610494.1498479247,3626159.545683792,-15665.395835867152,0.020920786989059147,0.030584518065163206,-0.009663731076104059
1210,3670.6975,15,3750.0,15,3750.0,0.0,False,False,0.0070373211872100105,0.0,True,0.0,0.9560561464457344,0.9560561464457344,0.0,0.2742219409987618,0.2742219409987618,0.0,525934.075088729,525934.075088729,0.0,2248073.9561029114,2248073.9561029114,0.0,0.043943853554265604,0.043943853554265604,0.0
1220,2557.8928,11,2750.0,11,2750.0,0.0,False,False,0.00902873847421859,0.0,True,0.0,0.6578248829040769,0.6578248829040769,0.0,0.31574079952954326,0.31574079952954326,0.0,802775.6052745001,802775.6052745001,0.0,524224.0088081044,524224.0088081044,0.0,0.34217511709592313,0.34217511709592313,0.0
1221,5656.703,23,5750.0,23,5750.0,0.0,False,False,0.005972801705420361,0.0,True,0.0,0.9175205306554233,0.9175205306554233,0.0,0.26375169010468963,0.26375169010468963,0.0,845695.8955380367,845695.8955380367,0.0,2313228.7444769586,2313228.7444769586,0.0,0.08247946934457669,0.08247946934457669,0.0
1235,2765.5857,12,3000.0,12,3000.0,0.0,False,False,0.00837115089503604,0.0,True,0.0,0.5189799791580937,0.5189799791580937,0.0,0.33699643696068204,0.33699643696068204,0.0,2035665.4262755145,2035665.4262755145,0.0,766220.9107859845,766220.9107859845,0.0,0.4810200208419063,0.4810200208419063,0.0
1260,4091.8438,17,4250.0,15,3750.0,500.0,False,True,0.006764197860028576,0.0,True,0.0,0.6143348176039789,0.6059128013191035,0.008422016284875378,0.3171746560673343,0.317054101762706,0.00012055430462831751,1576674.8856956218,1576075.6103725971,599.2753230247181,747213.107978323,793517.9943921682,-46304.88641384523,0.3856651823960211,0.3940871986808965,-0.008422016284875378
1270,7709.464,31,7750.0,29,7250.0,500.0,False,True,0.007347370109960005,0.0,True,0.0,0.684337974521623,0.6789195172081665,0.005418457313456582,0.29315617954677325,0.2930225157838363,0.00013366376293694193,1664347.0760580816,1663588.2215343155,758.8545237660874,241318.37981182293,273712.12312341563,-32393.743311592698,0.31566202547837696,0.32108048279183354,-0.005418457313456582
1272,7476.7666,30,7500.0,30,7500.0,0.0,False,False,0.0018019194645791936,0.0,True,0.0,0.8362525385835395,0.8362525385835395,0.0,0.26013590648498264,0.26013590648498264,0.0,1077391.8662571523,1077391.8662571523,0.0,848887.5188565184,848887.5188565184,0.0,0.16374746141646052,0.16374746141646052,0.0
1281,7155.8857,29,7250.0,28,7000.0,250.0,False,True,0.006075300278286178,0.0,True,0.0,0.822572298359968,0.8190100374785731,0.0035622608813948853,0.26592054461214804,0.2656223139262261,0.0002982306859219408,1159738.420315209,1158437.7702090465,1300.6501061625313,1040802.3377339358,1057749.1689326516,-16946.831198715838,0.17742770164003197,0.18098996252142688,-0.003562260881394913
1293,4127.744,17,4250.0,17,4250.0,0.0,False,False,0.0030898402197008235,0.0,True,0.0,0.92996486343505,0.92996486343505,0.0,0.2315663451610061,0.2315663451610061,0.0,538215.2275688988,538215.2275688988,0.0,1305814.9382409393,1305814.9382409393,0.0,0.07003513656494993,0.07003513656494993,0.0
1305,6428.407,26,6500.0,25,6250.0,250.0,False,True,0.009410301217414152,0.0,True,0.0,0.7638581498188333,0.7601658555508044,0.0036922942680288617,0.28207559505599494,0.2818351507073573,0.0002404443486376251,1165663.7279705992,1164670.103351118,993.6246194811538,695941.1203652404,712019.185603258,-16078.065238017589,0.2361418501811668,0.23983414444919562,-0.003692294268028834
1321,2746.661,11,2750.0,11,2750.0,0.0,False,False,0.0011909827263232309,0.0,True,0.0,0.9595508551899883,0.9595508551899883,0.0,0.3425208576348634,0.3425208576348634,0.0,547318.8076747354,547318.8076747354,0.0,3041465.195185611,3041465.195185611,0.0,0.04044914481001175,0.04044914481001175,0.0
1330,6575.402,27,6750.0,27,6750.0,0.0,False,False,0.003307807505559035,0.0,True,0.0,0.8733986255108196,0.8733986255108196,0.0,0.2478327175170321,0.2478327175170321,0.0,955120.3317939697,955120.3317939697,0.0,1240973.5362128457,1240973.5362128457,0.0,0.12660137448918038,0.12660137448918038,0.0
1335,3346.4143,14,3500.0,14,3500.0,0.0,False,False,0.00809229827278457,0.0,True,0.0,0.9198059599290931,0.9198059599290931,0.0,0.2879235323813191,0.2879235323813191,0.0,563268.3641748126,563268.3641748126,0.0,1817288.8228194676,1817288.8228194676,0.0,0.08019404007090697,0.08019404007090697,0.0
1340,2166.231,9,2250.0,9,2250.0,0.0,False,False,0.009156888932149165,0.0,True,0.0,0.9816808346825345,0.9816808346825345,0.0,0.3870272184584652,0.3870272184584652,0.0,585531.3021892146,585531.3021892146,0.0,4779064.914325312,4779064.914325312,0.0,0.01831916531746543,0.01831916531746543,0.0
1344,4163.2764,17,4250.0,17,4250.0,0.0,False,False,0.0017334697336207627,0.0,True,0.0,0.7509112666346807,0.7509112666346807,0.0,0.28586305059601075,0.28586305059601075,0.0,928087.2835029312,928087.2835029312,0.0,751914.145392716,751914.145392716,0.0,0.2490887333653193,0.2490887333653193,0.0
1345,3294.219,14,3500.0,13,3250.0,250.0,False,True,0.0039019937926192405,0.0,True,0.0,0.6868711194499391,0.681014287564998,0.005856831884941016,0.292052778046323,0.2916713203855649,0.00038145766075808885,719473.4605642753,718533.737733764,939.7228305112803,101451.38083891787,116383.50179557546,-14932.120956657585,0.313128880550061,0.3189857124350019,-0.005856831884940905
1351,4109.703,17,4250.0,17,4250.0,0.0,False,False,0.0010838886965823802,0.0,True,0.0,0.8605621468865694,0.8605621468865694,0.0,0.27472531182305565,0.27472531182305565,0.0,707342.3520011695,707342.3520011695,0.0,1275803.5421529734,1275803.5421529734,0.0,0.13943785311343057,0.13943785311343057,0.0
1360,2478.7124,10,2500.0,10,2500.0,0.0,False,False,0.005718533977781437,0.0,True,0.0,0.49594758914208803,0.49594758914208803,0.0,0.3444669328772276,0.3444669328772276,0.0,2000065.2919486049,2000065.2919486049,0.0,632195.5715944374,632195.5715944374,0.0,0.504052410857912,0.504052410857912,0.0
1361,5081.8955,21,5250.0,20,5000.0,250.0,False,True,0.006674960007398978,0.0,True,0.0,0.9319168554931765,0.9256631826520895,0.006253672841087021,0.2602020660574023,0.26005815755629824,0.00014390850110407305,697428.8624196362,697043.1393401147,385.72307952155825,1968425.7933526048,1986316.0064679394,-17890.21311533451,0.06808314450682347,0.07433681734791049,-0.006253672841087021
1362,6152.3867,25,6250.0,23,5750.0,500.0,False,True,0.007907253004389991,0.0,True,0.0,0.7694875083112601,0.7622194124037918,0.007268095907468353,0.283183643806401,0.2829415605271265,0.00024208327927449647,1198497.855610534,1197473.3038843474,1024.551726186648,1078030.7202359214,1111541.6470494247,-33510.92681350326,0.23051249168873988,0.2377805875962083,-0.007268095907468408
1370,6467.177,26,6500.0,27,6750.0,-250.0,True,False,0.00833804997174925,0.0,True,0.0,0.7546896130881362,0.7582165537274239,-0.0035269406392877123,0.2871847636123161,0.2871295577943653,5.52058179508208e-05,1146855.332702708,1146634.8715406437,220.46116206422448,591784.5903655627,576924.0470114311,14860.54335413163,0.24531038691186374,0.24178344627257603,0.0035269406392877123
1371,8304.255,34,8500.0,34,8500.0,0.0,False,False,0.0032154840490992154,0.0,True,0.0,0.7586230774755263,0.7586230774755263,0.0,0.2881756706148314,0.2881756706148314,0.0,1518262.4676973196,1518262.4676973196,0.0,706836.4897421327,706836.4897421327,0.0,0.2413769225244737,0.2413769225244737,0.0
1375,5644.694,23,5750.0,23,5750.0,0.0,False,False,0.0017585749065928136,0.0,True,0.0,0.8219970404942156,0.8219970404942156,0.0,0.28017095245571305,0.28017095245571305,0.0,1024098.9770779493,1024098.9770779493,0.0,1429952.8778009824,1429952.8778009824,0.0,0.17800295950578437,0.17800295950578437,0.0
1391,6017.2256,25,6250.0,24,6000.0,250.0,False,True,0.0025071111381705924,0.0,True,0.0,0.9378334344382774,0.9324762836208518,0.005357150817425604,0.24981236434990148,0.24961116662132707,0.00020119772857440932,751450.1127428142,750844.8982802944,605.2144625198562,2106428.9744898225,2123679.517296048,-17250.542806225363,0.06216656556172257,0.06752371637914828,-0.0053571508174257085
1392,5222.6064,21,5250.0,23,5750.0,-500.0,True,False,0.0016104541254340354,0.0,True,0.0,0.6867238198584077,0.6940957183498285,-0.007371898491420836,0.30246152574887886,0.3022769719476968,0.00018455380118204134,1267710.669725414,1266937.1471350032,773.5225904106628,579728.7059224192,544929.6936103397,34799.01231207955,0.3132761801415923,0.3059042816501715,0.007371898491420836
1397,5262.9697,22,5500.0,21,5250.0,250.0,False,True,0.003771343573896191,0.0,True,0.0,0.8956711039490193,0.8901269091222196,0.0055441948267996866,0.24728334617277936,0.24724421391892867,3.913225385068775e-05,751304.3577009328,751185.4648062041,118.89289472869132,1198500.0724555152,1216309.9551363713,-17809.882680856157,0.10432889605098067,0.10987309087778045,-0.005544194826799784
1412,6578.1367,27,6750.0,26,6500.0,250.0,False,True,0.0045003989837729685,0.0,True,0.0,0.7915907521733725,0.7878398565902737,0.0037508955830988233,0.26821270524909413,0.26808928082568984,0.00012342442340429471,1192461.8176312307,1191913.0781069936,548.7395242371131,677240.7243824494,695849.7045687456,-18608.98018629616,0.20840924782662745,0.21216014340972633,-0.003750895583098879
1413,2422.7268,10,2500.0,9,2250.0,250.0,False,True,0.006904358841067215,0.0,True,0.0,0.7878097052457883,0.7798310046722265,0.007978700573561759,0.29274906655101063,0.2924411330884713,0.00030793346253932263,539393.5809532314,538826.2099449777,567.3710082537727,781455.2404810572,797963.8021787014,-16508.56169764418,0.21219029475421167,0.2201689953277735,-0.007978700573561842
1420,6307.754,26,6500.0,25,6250.0,250.0,False,True,0.0011183527701812412,0.0,True,0.0,0.7641925188440815,0.7609685419353092,0.003223976908772297,0.29204563884060114,0.2917211734710071,0.00032446536959401806,1275446.4221414742,1274029.3895283511,1417.0326131230686,1225455.306204986,1241119.284637857,-15663.978432870936,0.2358074811559185,0.23903145806469084,-0.0032239769087723247
1426,2536.6672,11,2750.0,11,2750.0,0.0,False,False,0.006428328388796034,0.0,True,0.0,0.9369798896395176,0.9369798896395176,0.0,0.31013056146150547,0.31013056146150547,0.0,488895.41534084204,488895.41534084204,0.0,2008363.8711874173,2008363.8711874173,0.0,0.06302011036048244,0.06302011036048244,0.0
1427,10015.818,41,10250.0,41,10250.0,0.0,False,False,0.004757020938324419,0.0,True,0.0,0.8491843027789365,0.8491843027789365,0.0,0.2613348272934787,0.2613348272934787,0.0,1432202.7266504918,1432202.7266504918,0.0,1337664.7225519721,1337664.7225519721,0.0,0.15081569722106342,0.15081569722106342,0.0
1436,3449.1995,14,3500.0,14,3500.0,0.0,False,False,0.006967121589803615,0.0,True,0.0,0.9324848230975051,0.9324848230975051,0.0,0.2403920831396747,0.2403920831396747,0.0,489658.0027602906,489658.0027602906,0.0,1301801.9424285581,1301801.9424285581,0.0,0.06751517690249484,0.06751517690249484,0.0
1438,3601.73,15,3750.0,14,3500.0,250.0,False,True,0.008588820716482592,0.0,True,0.0,0.9709747056446233,0.9617629359860175,0.009211769658605817,0.29011139643046796,0.2900281863534971,8.321007697087435e-05,515621.5566641392,515473.66550941113,147.89115472807316,3096314.6762812743,3113746.272908533,-17431.596627258696,0.029025294355376693,0.0382370640139825,-0.009211769658605803
1469,4105.832,17,4250.0,17,4250.0,0.0,False,False,0.0020867677710135757,0.0,True,0.0,0.943191316503349,0.943191316503349,0.0,0.24779220161300797,0.24779220161300797,0.0,623834.5265135209,623834.5265135209,0.0,2013098.4017588787,2013098.4017588787,0.0,0.05680868349665097,0.05680868349665097,0.0
1479,8300.752,34,8500.0,32,8000.0,500.0,False,True,0.002280818345441027,0.0,True,0.0,0.7048337653439829,0.6987640255919194,0.0060697397520634855,0.2877735785713843,0.2876193436387227,0.00015423493266158994,1573966.6344641314,1573123.0523705864,843.5820935450029,230317.13710425212,265428.1279120745,-35110.99080782238,0.29516623465601705,0.30123597440808064,-0.0060697397520635965
1480,2094.7063,9,2250.0,8,2000.0,250.0,False,True,0.004791740570434966,0.0,True,0.0,0.6920490826309622,0.6838917178295594,0.008157364801402833,0.302585165099526,0.30212461824111975,0.0004605468584062411,517515.03476519184,516727.35595297813,787.6788122137077,269908.4750237084,284518.73516030784,-14610.26013659942,0.30795091736903774,0.31610828217044057,-0.008157364801402833
1483,3098.7854,13,3250.0,14,3500.0,-250.0,True,False,0.006292570066389391,0.0,True,0.0,0.5577039160829227,0.5630450509203874,-0.005341134837464678,0.3359078493143249,0.33563292465015904,0.00027492466416584316,1282848.0960255766,1281798.14562193,1049.950403646566,162989.6357024954,141353.76975088243,21635.86595161297,0.44229608391707737,0.43695494907961263,0.005341134837464734
1485,3953.0305,16,4000.0,16,4000.0,0.0,False,False,0.001775180609353555,0.0,True,0.0,0.5770501160489585,0.5770501160489585,0.0,0.3198946046834652,0.3198946046834652,0.0,1865305.128786599,1865305.128786599,0.0,797360.4128673857,797360.4128673857,0.0,0.4229498839510415,0.4229498839510415,0.0
